Year,Unemployment Rate: Monthly: Thailand,Producer Price Index: YoY: Monthly: Thailand,Consumer Price Index: YoY: Monthly: Thailand,Equity Market Index: Month End: SET,Consumer Price Index,CPI: Food & Non Alcoholic Beverages (FB),"CPI: FB: CH: Rice, Flour & Cereal (RF)",CPI: FB: CH: Meats Poultry & Fish (MF),CPI: FB: CH: Eggs and Dairy Products,CPI: FB: CH: Vegetables and Fruits,CPI: FB: CH: Seasoning and Condiments (SC),CPI: FB: CH: Non Alcoholic Beverages,CPI: FB: Prepared Food,CPI: Apparel & Footwears (CF),CPI: Housing & Furnishing (HF),CPI: HF: Shelter,"CPI: HF: Electricity, Fuel, Water Supply",CPI: HF: Textile of House Furnishing,CPI: HF: Cleaning Supplies,CPI: Medical & Personal Care (HP),CPI: HP: Medical Care,CPI: HP: Personal Care Expenses,CPI: Transport & Communication (TC),CPI: TC: Public Transportation Services,CPI: TC: Vehicles & Vehicle Operation,"CPI: Recreation, Reading, Education and Religion (RR)",CPI: Tobacco & Alcoholic Beverages (TA),CPI: Non Food & Beverages (NFB),CPI: NFB: Exclude Food and Energy,CPI: NFB: Food Exclude Raw Food,Non Core CPI: Raw Food and Energy,Non Core CPI: Raw Food and Energy: Raw Food,Non Core CPI: Raw Food and Energy: Energy,Core Consumer Price Index,CPI: TC: Communication and Equipments,MoC: Exports: Custom Basis,MoC: Exports: Custom Basis: USD,Exports: Agricultural Products,Exports: Agro Industrial Products,Exports: Principle Manufacturing Products,Exports: Mineral Products and Fuel,Exports: USD: Agricultural Products,Exports: USD: Agro Industrial Products,Exports: USD: Principle Manufacturing Products,Exports: USD: Mineral Products and Fuel,"Exports: USD: Other, Special Transaction and Articles",Exp: Agricultural Products (AP),Exp: Agro Industrial Products (AIP),Exp: Principle Manufacturing Products (PMP),Exp: Mineral Products & Fuel (MPF),"Exp: Other, Special Transaction & Articles",Exp: USD: Agricultural Products (AP),Exp: USD: Agro Industrial Products (AIP),Exp: USD: Principle Manufacturing Products (PMP),Exp: USD: Mineral Products & Fuel (MPF),"Exp: USD: Other, Special Transaction & Articles",MoC: Imports: Custom Basis,MoC: Trade Balance: Custom Basis,MoC: Imports: Custom Basis: USD,MoC: Trade Balance: Custom Basis: USD,Imports: Fuel Lubricants,Imports: Capital Goods,Imports: Raw Materials and Intermediate Products,Imports: Consumer Goods,Imports: Vehicles and Transport Accessories,"Imports: Arms, Munitions Used in Official Services",Imports: USD: Fuel Lubricants,Imports: USD: Capital Goods,Imports: USD: Raw Materials and Intermediate Products,Imports: USD: Consumer Goods,Imports: USD: Vehicles and Transport Accessories,"Imports: USD: Arms, Munitions Used in Official Services",Imp: Fuel Lubricants (FL),Imp: Capital Goods (CG),Imp: Raw Materials & Intermediate Products (MIP),Imp: Consumer Goods (CSG),Imp: Vehicles & Transport Accessories (VTA),"Imp: Arms, Munitions Used in Official Services (AMO)",Imp: USD: Fuel Lubricants (FL),Imp: USD: Capital Goods (CG),Imp: USD: Raw Materials & Intermediate Products (MIP),Imp: USD: Consumer Goods (CSG),Imp: USD: Vehicles & Transport Accessories (VTA),"Imp: USD: Arms, Munitions Used in Official Services (AMO)",Foreign Reserve: Foreign Exchange,CPI: HF: Shelter: House Rent,Reserve Requirement Ratio: Local Currency Deposits: Thailand,CPI: FB: CH: MF: Meats,CPI: FB: CH: MF: Poultry & Frog,CPI: FB: CH: Fish and Aquatic Animal,CPI: FB: Prepared Food: at Home,CPI: FB: Prepared Food: Food Away From Home,CPI: HP: Medical Care: Drugs & Medical Care (DM),CPI: HP: Medical Care: Services,CPI: TA: Tabacco Products,CPI: TA: Alcohlic Beverages,Core Consumer Price Index: Exclude House Rent,M2: YoY: Monthly: Thailand,Consumer Confidence: Net Balance: Monthly: Thailand
8/1/2012,0.56,0.09442871,2.68898488,1227.48,95.09,89.09,91.46,84.27,95.2,90,91.26,94.42,88.88,97.29,96.18,95.81,95.71,104.68,98.69,95.7,93.78,95.62,104.37,93.74,108.52,95.82,73.08,98.51,96.04,89.6,97.34,88.49,111.78,94.3,100.29,619618.0869,19695.98898,60496.6796,50026.0944,469908.3644,39186.9484,1923.0264,1590.1947,14937.1204,1245.6475,0,60496.6796,50026.0944,469908.3644,39186.9484,0,1923.0264,1590.1947,14937.1204,1245.6475,0,668413.8375,-48795.75057,20996.72168,-1300.732704,128223.2089,191312.1785,248181.6049,54739.084,45353.3761,604.385,4027.8445,6009.643,7796.0685,1719.5056,1424.6746,18.9854,128223.2089,191312.1785,248181.6049,54739.084,45353.3761,604.385,4027.8445,6009.643,7796.0685,1719.5056,1424.6746,18.9854,168676.5,95.77,6,84.9,92.97,80.39,89.56,87.97,90.43,95.79,61.53,85.76,93.92,10.78176398,-22.1
9/1/2012,0.63,0.09398496,3.3810143,1298.79,95.4,89.37,91.56,84.16,94.76,91.26,91.37,94.56,89.09,97.33,96.94,95.81,99.14,104.85,98.9,95.66,93.79,95.55,104.26,93.77,108.33,95.82,76.39,98.87,96.26,89.79,97.91,88.83,112.85,94.51,100.28,644160.4368,20645.77082,53662.7773,41591.2985,506926.1339,41980.2271,1719.9277,1333.0288,16247.3201,1345.4942,0,53662.7773,41591.2985,506926.1339,41980.2271,0,1719.9277,1333.0288,16247.3201,1345.4942,0,627499.9938,16660.44304,19870.10788,775.6629401,132030.5532,178150.3274,219112.8988,54638.9818,43252.7044,314.5281,4180.8149,5641.2211,6938.3219,1730.1713,1369.619,9.9597,132030.5532,178150.3274,219112.8988,54638.9818,43252.7044,314.5281,4180.8149,5641.2211,6938.3219,1730.1713,1369.619,9.9597,172650.03,95.78,6,84.54,92.83,80.56,89.86,88.04,90.5,95.79,66.62,86.9,94.18,12.72074256,-23
10/1/2012,0.56,1.03871577,3.32035475,1298.87,95.53,89.58,91.62,82.98,94.29,94.04,91.45,94.32,89.11,97.31,96.88,95.75,99.38,100.75,98.69,95.81,93.84,95.78,104.36,93.79,108.47,95.89,76.83,98.92,96.29,89.78,98.3,89.28,113.05,94.53,100.29,597399.6284,19521.71534,66703.5504,43162.9364,448560.0887,38973.0529,2179.7264,1410.4705,14657.9642,1273.5543,0,66703.5504,43162.9364,448560.0887,38973.0529,0,2179.7264,1410.4705,14657.9642,1273.5543,0,692860.1963,-95460.56788,22364.90217,-2843.186833,126396.8581,195929.832,259047.9433,58242.8121,50992.1801,2250.5706,4079.9766,6324.4382,8361.8339,1880.0254,1645.9816,72.6464,126396.8581,195929.832,259047.9433,58242.8121,50992.1801,2250.5706,4079.9766,6324.4382,8361.8339,1880.0254,1645.9816,72.6464,170703.85,95.7,6,82.85,90,80.53,89.89,88.03,90.83,95.79,67.23,87.15,94.22,11.78566749,-22.2
11/1/2012,0.39,0.56657224,2.73041226,1324.04,95.19,88.81,91.76,84.05,94.58,87.81,91.53,94.55,89.15,97.34,96.96,95.8,99.6,100.89,98.75,95.88,93.86,95.88,104.21,93.8,108.23,95.92,76.86,98.9,96.34,89.85,97.01,87.64,112.68,94.58,100.23,595623.8718,19550.63799,61937.2472,41747.8208,450030.155,41908.6488,2033.0157,1370.3221,14771.6992,1375.601,0,61937.2472,41747.8208,450030.155,41908.6488,0,2033.0157,1370.3221,14771.6992,1375.601,0,624922.1676,-29298.29582,20257.91268,-707.2746904,100385.015,183492.49,229634.3155,62138.8161,47501.8295,1769.7015,3254.1506,5948.2205,7443.9861,2014.3352,1539.8524,57.3679,100385.015,183492.49,229634.3155,62138.8161,47501.8295,1769.7015,3254.1506,5948.2205,7443.9861,2014.3352,1539.8524,57.3679,170930.91,95.73,6,84.28,91.11,81.26,89.97,88.03,90.97,95.8,67.23,87.21,94.29,11.73019584,-20.9
12/1/2012,0.48,0.9469697,3.62177402,1391.93,95.56,89.53,91.74,84.95,94.96,91.05,91.62,94.61,89.15,97.34,97.05,95.84,99.84,100.97,98.76,96.03,93.96,96.1,104.36,93.8,108.47,95.91,76.88,99.01,96.38,89.87,98.19,89.11,113.12,94.61,100.24,551316.4717,18093.09384,58290.4981,40227.2103,419379.7382,33419.0252,1912.9765,1320.1758,13763.1965,1096.745,0,58290.4981,40227.2103,419379.7382,33419.0252,0,1912.9765,1320.1758,13763.1965,1096.745,0,641132.1895,-89815.71779,20782.24277,-2689.148933,116886.495,177096.615,246312.8568,56632.0032,43013.258,1190.9614,3788.8653,5740.571,7984.2093,1835.7213,1394.2709,38.6049,116886.495,177096.615,246312.8568,56632.0032,43013.258,1190.9614,3788.8653,5740.571,7984.2093,1835.7213,1394.2709,38.6049,171105.98,95.78,6,84.3,94.7,81.9,89.98,88.03,91.1,95.88,67.23,87.26,94.31,10.37341705,-19.8
1/1/2013,0.83,0.56497175,3.3808598,1474.2,95.71,89.6,91.84,85.82,96.09,89.13,91.75,94.6,89.31,97.37,97.3,95.85,100.82,101.22,98.84,96.1,93.97,96.22,104.62,93.8,108.93,95.92,76.89,99.2,96.44,90,98.54,89.1,114.07,94.69,100.19,554922.3867,18268.56862,63527.86,41154.9704,417377.7178,32861.8385,2091.3971,1354.8605,13740.4683,1081.8427,0,63527.86,41154.9704,417377.7178,32861.8385,0,2091.3971,1354.8605,13740.4683,1081.8427,0,743806.0952,-188883.7085,24184.72633,-5916.157712,137255.9177,190042.4268,301270.0042,66718.1184,47047.2182,1472.41,4462.8524,6179.1966,9795.742,2169.3281,1529.7321,47.8752,137255.9177,190042.4268,301270.0042,66718.1184,47047.2182,1472.41,4462.8524,6179.1966,9795.742,2169.3281,1529.7321,47.8752,171258.24,95.79,6,85.26,95.35,82.79,90.07,88.29,91.13,95.88,67.23,87.28,94.41,9.68775412,-18.3
2/1/2013,0.62,0,3.22858373,1541.58,95.92,89.53,91.97,87.53,97.2,84.51,91.72,94.71,89.56,97.37,97.32,95.86,100.86,101.23,98.71,96.19,93.98,96.36,105.56,93.8,110.53,95.97,76.89,99.56,96.47,90.22,99.07,88.71,116.09,94.76,100.19,529520.2053,17927.6558,55629.7414,41221.1358,398811.7717,33857.5564,1883.4236,1395.5999,13502.3368,1146.2955,0,55629.7414,41221.1358,398811.7717,33857.5564,0,1883.4236,1395.5999,13502.3368,1146.2955,0,595391.1073,-65870.90195,19903.42673,-1975.770938,104518.0025,150440.1231,247960.5873,50515.8128,41273.7381,682.8435,3493.9494,5029.0875,8289.115,1688.7014,1379.7465,22.8269,104518.0025,150440.1231,247960.5873,50515.8128,41273.7381,682.8435,3493.9494,5029.0875,8289.115,1688.7014,1379.7465,22.8269,169266.13,95.8,6,88.6,95.84,83.38,90.33,88.51,91.18,95.87,67.23,87.3,94.51,9.27335454,-16
3/1/2013,0.69,-0.28037383,2.68535359,1561.06,95.98,89.77,91.99,87.56,96.73,86.88,91.69,94.7,89.47,97.38,97.32,95.89,100.86,101.23,98.39,96.16,94.08,96.26,105.43,93.8,110.32,96.05,76.94,99.52,96.48,90.14,99.34,89.31,115.79,94.76,100.19,609818.6012,20582.71824,60473.5017,45872.1313,464106.7075,39366.2607,2041.1136,1548.2853,15664.6215,1328.6978,0,60473.5017,45872.1313,464106.7075,39366.2607,0,2041.1136,1548.2853,15664.6215,1328.6978,0,646195.7176,-36377.11641,21535.47837,-952.7601277,134945.1535,169128.719,246750.8655,54368.6884,40068.6647,933.6265,4497.2573,5636.4779,8223.3568,1811.9212,1335.3506,31.1146,134945.1535,169128.719,246750.8655,54368.6884,40068.6647,933.6265,4497.2573,5636.4779,8223.3568,1811.9212,1335.3506,31.1146,167728.17,95.83,6,88.06,95.74,84,90.29,88.36,91.28,95.96,67.23,87.4,94.49,9.52497518,-15.2
4/1/2013,0.89,-0.65176909,2.41849563,1597.86,96.13,90.77,92.24,88.64,96.75,92.36,91.7,94.58,89.69,97.5,97.35,95.91,100.87,101.22,98.55,96.17,94.12,96.26,104.49,93.8,108.73,96,76.93,99.19,96.49,90.31,99.77,91.29,113.7,94.81,100.19,505947.9132,17400.27902,48851.4936,44122.5832,381411.9908,31561.8455,1680.0734,1517.4393,13117.3089,1085.4574,0,48851.4936,44122.5832,381411.9908,31561.8455,0,1680.0734,1517.4393,13117.3089,1085.4574,0,644543.1971,-138595.2839,21884.75358,-4484.474559,135886.6901,170232.8513,246760.3593,53125.9627,38020.3794,516.9542,4613.8827,5780.0688,8378.4759,1803.8335,1290.9401,17.5526,135886.6901,170232.8513,246760.3593,53125.9627,38020.3794,516.9542,4613.8827,5780.0688,8378.4759,1803.8335,1290.9401,17.5526,168887.45,95.85,6,89.66,96.76,84.58,90.53,88.57,91.28,96.01,67.23,87.39,94.56,10.51854866,-16.3
5/1/2013,0.77,0.8411215,2.27103895,1562.07,96.37,91.57,92.43,89.17,99.22,96.41,91.65,94.75,89.79,97.96,97.14,95.93,99.97,101.21,98.33,96.18,94.14,96.27,104.39,93.8,108.55,96,76.93,99.1,96.52,90.4,100.49,92.89,112.97,94.86,100.18,565693.9481,19826.09305,50402.4281,48790.3317,435718.1499,30783.0384,1766.4733,1709.9735,15270.7813,1078.865,0,50402.4281,48790.3317,435718.1499,30783.0384,0,1766.4733,1709.9735,15270.7813,1078.865,0,644339.5298,-78645.58164,22287.54215,-2461.449092,138251.759,169201.1421,244735.1352,56196.7441,35357.4468,597.3026,4782.0935,5852.6249,8465.3267,1943.8312,1223.0052,20.6605,138251.759,169201.1421,244735.1352,56196.7441,35357.4468,597.3026,4782.0935,5852.6249,8465.3267,1943.8312,1223.0052,20.6605,166237.18,95.87,6,90.24,97.75,84.89,90.66,88.58,91.37,96.02,67.23,87.39,94.6,11.79970986,-17.5
6/1/2013,0.55,0.94607379,2.24600064,1451.9,96.51,91.5,92.55,89.51,101,94.15,91.86,94.75,89.89,98.06,97.23,96.03,99.97,101.18,98.67,96.27,94.17,96.39,104.97,93.86,109.51,96.19,77.01,99.37,96.61,90.51,100.82,92.63,114.25,94.94,100.18,564162.5382,19097.80535,45834.9314,46767.0889,441123.5228,30436.9951,1551.5858,1583.1408,14932.7376,1030.341,0,45834.9314,46767.0889,441123.5228,30436.9951,0,1551.5858,1583.1408,14932.7376,1030.341,0,628039.742,-63877.20377,20994.63273,-1896.827386,157105.4212,158145.9803,222190.7007,52830.0226,37431.8067,335.8105,5251.8502,5286.6348,7427.5748,1766.0458,1251.3014,11.2258,157105.4212,158145.9803,222190.7007,52830.0226,37431.8067,335.8105,5251.8502,5286.6348,7427.5748,1766.0458,1251.3014,11.2258,162542.87,95.96,6,90.5,98.16,85.26,90.72,88.74,91.41,96.04,67.23,87.54,94.69,10.22346884,-18.4
7/1/2013,0.89,0.28382214,2.00612396,1423.14,96.61,91.31,92.61,89.98,99.27,92.56,91.79,94.84,89.86,98.07,97.25,96.07,99.97,101.12,98.52,96.26,94.2,96.38,105.7,93.87,110.77,96.19,77.01,99.65,96.62,90.49,101.19,92.23,115.89,94.94,100.18,584095.8802,19058.3298,55998.5644,44461.7248,444445.8707,39189.7203,1827.1642,1450.7314,14501.7218,1278.7123,0,55998.5644,44461.7248,444445.8707,39189.7203,0,1827.1642,1450.7314,14501.7218,1278.7123,0,638887.8232,-54791.94301,20586.70565,-1528.37585,105766.7626,178594.8036,256227.1563,58113.001,39577.0849,609.0147,3408.0931,5754.811,8256.3368,1872.5592,1275.2815,19.6241,105766.7626,178594.8036,256227.1563,58113.001,39577.0849,609.0147,3408.0931,5754.811,8256.3368,1872.5592,1275.2815,19.6241,163496.42,95.99,6,90.83,99.21,85.69,90.52,89.03,91.49,96.04,67.23,87.54,94.69,9.17098339,-19.7
8/1/2013,0.81,0.09433962,1.58796929,1294.3,96.6,91.44,92.65,91.17,100.22,90.92,91.73,94.91,90.02,98.08,97.26,96.09,99.97,101.08,98.66,96.36,94.23,96.53,105.38,93.95,110.2,96.23,77.01,99.55,96.64,90.61,101,92.39,115.14,95.01,100.18,629169.2096,20457.99304,54416.9742,43548.7405,482768.4908,48435.004,1769.416,1416.0258,15697.6442,1574.907,0,54416.9742,43548.7405,482768.4908,48435.004,0,1769.416,1416.0258,15697.6442,1574.907,0,645478.934,-16309.72437,20736.08048,-278.0874392,147055.6242,173393.7469,230796.1642,56855.6941,35423.446,1954.2586,4724.1778,5570.2928,7414.3517,1826.4953,1137.982,62.7808,147055.6242,173393.7469,230796.1642,56855.6941,35423.446,1954.2586,4724.1778,5570.2928,7414.3517,1826.4953,1137.982,62.7808,159651.85,96,6,92.65,100.23,86.32,90.75,89.07,91.57,96.06,67.23,87.54,94.74,8.7230753,-20.7
9/1/2013,0.67,0.657277,1.42557652,1383.16,96.76,91.59,92.85,91.36,102.46,90.21,92.15,94.83,90.14,98.16,97.65,96.18,101.36,101.14,98.84,96.4,94.31,96.58,105.32,93.95,110.12,96.23,77.91,99.7,96.72,90.74,101.33,92.57,115.72,95.1,100.18,605343.5693,19295.90998,56343.562,42192.4865,469807.5548,36999.9659,1796.0054,1344.9262,14975.5688,1179.4096,0,56343.562,42192.4865,469807.5548,36999.9659,0,1796.0054,1344.9262,14975.5688,1179.4096,0,602381.9294,2961.639829,18975.64748,320.2624915,129676.3233,156962.3303,221793.6237,57529.5276,36051.836,368.2885,4084.9369,4944.4741,6986.7262,1812.239,1135.6697,11.6015,129676.3233,156962.3303,221793.6237,57529.5276,36051.836,368.2885,4084.9369,4944.4741,6986.7262,1812.239,1135.6697,11.6015,163481.73,96.07,6,92.79,99.53,86.91,90.84,89.2,91.7,96.12,67.38,89.36,94.85,7.07833419,-22.1
10/1/2013,0.62,-0.09345794,1.4550403,1442.88,96.92,92.14,93.05,91.17,102.32,94.14,92.61,95.06,90.26,98.19,97.7,96.17,101.53,101.14,99.29,96.44,94.55,96.53,104.97,94.03,109.49,96.35,79.53,99.66,96.79,90.91,101.67,93.57,114.97,95.2,100.18,603058.9815,19392.77237,64795.3318,43204.6601,454988.92,40070.0696,2083.6455,1389.3469,14631.2331,1288.5468,0,64795.3318,43204.6601,454988.92,40070.0696,0,2083.6455,1389.3469,14631.2331,1288.5468,0,666150.7281,-63091.74662,21164.10313,-1771.330761,154615.7707,170511.3201,238374.6533,63251.8898,36852.4364,2544.6579,4912.2578,5417.2712,7573.3397,2009.5595,1170.8293,80.8457,154615.7707,170511.3201,238374.6533,63251.8898,36852.4364,2544.6579,4912.2578,5417.2712,7573.3397,2009.5595,1170.8293,80.8457,163295.46,96.06,6,92.36,98.49,87.24,90.94,89.38,92,96.35,67.48,92.81,94.98,6.3336263,-23.4
11/1/2013,0.72,0.28169014,1.92247085,1371.13,97.02,92.23,93.3,91.2,101.18,92.59,93.5,95.09,90.83,98.21,97.76,96.21,101.69,101.15,99.25,96.58,94.65,96.71,105.09,94.05,109.69,96.38,79.82,99.74,96.84,91.45,101.51,93.1,115.32,95.38,100.18,578822.9348,18751.4314,59927.8606,42876.986,434314.7487,41703.3394,1941.4109,1389.0342,14069.9733,1351.013,0,59927.8606,42876.986,434314.7487,41703.3394,0,1941.4109,1389.0342,14069.9733,1351.013,0,603522.4396,-24699.50483,19314.2014,-562.7699935,118242.7806,170111.1132,215742.2907,64434.9162,34026.9689,964.37,3784.0596,5443.9737,6904.2836,2062.0757,1088.9466,30.8622,118242.7806,170111.1132,215742.2907,64434.9162,34026.9689,964.37,3784.0596,5443.9737,6904.2836,2062.0757,1088.9466,30.8622,159016.27,96.1,6,92.14,98.22,87.6,91.5,89.95,92.33,96.35,67.48,93.44,95.18,6.29372194,-25
12/1/2013,0.62,1.03189493,1.67434073,1298.71,97.16,92.23,93.25,91.57,101.08,90.97,93.81,95.06,91.14,98.26,97.84,96.25,101.84,101.18,99.64,96.55,94.71,96.63,105.58,94.05,110.52,96.43,79.89,99.96,96.87,91.74,101.77,92.8,116.5,95.47,100.2,578987.7337,18438.98235,71360.0548,37457.8653,429234.3957,40935.4179,2272.5987,1192.918,13669.7981,1303.6674,0,71360.0548,37457.8653,429234.3957,40935.4179,0,2272.5987,1192.918,13669.7981,1303.6674,0,598895.8508,-19908.11715,18848.85096,-409.8686102,146418.2289,154051.5217,208748.5975,57707.7169,31388.4392,581.3466,4608.1725,4848.4126,6569.8755,1816.2159,987.878,18.2965,146418.2289,154051.5217,208748.5975,57707.7169,31388.4392,581.3466,4608.1725,4848.4126,6569.8755,1816.2159,987.878,18.2965,159022.34,96.15,6,92.25,98.49,88.26,91.69,90.45,92.52,96.35,67.48,93.61,95.3,7.32882462,-26.6
1/1/2014,0.94,1.21722846,1.93292237,1274.28,97.56,92.84,93.34,92.92,101.22,90.73,94.56,95.1,91.86,98.28,98.15,96.26,103.05,101.14,99.96,96.6,94.75,96.7,106.07,94.05,111.37,96.43,79.97,100.27,96.9,92.4,102.76,93.33,118.24,95.67,100.2,576610.3854,17863.10729,63909.6236,40353.6321,438525.3909,33821.7387,1979.8888,1250.1358,13585.3018,1047.7809,0,63909.6236,40353.6321,438525.3909,33821.7387,0,1979.8888,1250.1358,13585.3018,1047.7809,0,667007.7179,-90397.33255,20428.08808,-2564.980792,167201.0645,163256.0633,232958.7768,67087.0795,36058.0802,446.6536,5120.7774,4999.956,7134.7037,2054.6401,1104.3315,13.6794,167201.0645,163256.0633,232958.7768,67087.0795,36058.0802,446.6536,5120.7774,4999.956,7134.7037,2054.6401,1104.3315,13.6794,158316.6,96.17,6,94.78,99.1,88.76,92.43,91.17,92.53,96.39,67.53,93.71,95.54,7.45486233,-28.5
2/1/2014,0.86,1.12149533,1.95996664,1325.33,97.8,93.35,93.41,94.17,101.5,89.9,94.71,95.49,92.61,98.29,98.23,96.31,103.17,101.15,100.25,96.83,95.28,96.84,106.1,94.05,111.42,96.47,80.21,100.33,97.02,93.05,102.91,93.66,118.11,95.93,100.2,598716.9289,18352.71433,63391.0768,40124.5536,468599.7751,26601.5235,1943.1525,1229.9543,14364.1801,815.4274,0,63391.0768,40124.5536,468599.7751,26601.5235,0,1943.1525,1229.9543,14364.1801,815.4274,0,547640.6607,51076.26825,16595.3224,1757.391929,115808.9138,155487.4795,194528.0697,50322.2483,30139.7027,1354.2467,3509.3929,4711.7846,5894.8436,1524.9305,913.3326,41.0382,115808.9138,155487.4795,194528.0697,50322.2483,30139.7027,1354.2467,3509.3929,4711.7846,5894.8436,1524.9305,913.3326,41.0382,159263.7,96.2,6,96.96,99.66,89.32,93.28,91.75,92.62,97.12,67.54,94.24,95.85,7.4154132,-30.1
3/1/2014,0.88,1.4995314,2.10460513,1376.26,98,93.77,93.6,94.65,100.62,92,95.12,95.47,92.77,98.3,98.29,96.38,103.33,101.16,99.92,96.91,95.31,96.98,106.23,94.05,111.61,96.54,80.89,100.42,97.06,93.21,103.49,94.39,118.45,96,100.2,636968.3311,19752.11969,61845.1786,45641.5254,495562.2388,33919.3884,1917.7929,1415.3245,15367.1763,1051.8259,0,61845.1786,45641.5254,495562.2388,33919.3884,0,1917.7929,1415.3245,15367.1763,1051.8259,0,602889.7969,34078.53421,18480.62695,1271.492741,132445.8804,156703.4665,216595.6569,61207.9338,35354.6636,582.1957,4059.9176,4803.4953,6639.3951,1876.2318,1083.7409,17.8463,132445.8804,156703.4665,216595.6569,61207.9338,35354.6636,582.1957,4059.9176,4803.4953,6639.3951,1876.2318,1083.7409,17.8463,158840.33,96.27,6,97.6,99.58,89.85,93.22,92.23,92.71,97.13,67.54,95.73,95.93,6.39078118,-31.2
4/1/2014,0.9,1.87441425,2.45500884,1414.94,98.49,94.96,93.67,95.64,99.55,94.78,95.92,95.49,94.26,98.35,98.36,96.41,103.48,101.23,100.04,97,95.41,97.09,106.29,94.05,111.73,96.57,81.42,100.51,97.11,94.51,104.25,95.46,118.68,96.39,100.2,551207.4028,17193.53077,52190.316,44295.764,426117.693,28603.6298,1627.9458,1381.6951,13291.6714,892.2184,0,52190.316,44295.764,426117.693,28603.6298,0,1627.9458,1381.6951,13291.6714,892.2184,0,606588.3401,-55380.93731,18702.87086,-1509.340087,135084.5701,156888.183,222540.0604,61425.4632,30104.1213,545.9422,4165.0475,4837.3159,6861.5529,1893.9245,928.197,16.833,135084.5701,156888.183,222540.0604,61425.4632,30104.1213,545.9422,4165.0475,4837.3159,6861.5529,1893.9245,928.197,16.833,160225.56,96.32,6,99.8,99.23,90.16,94.95,93.36,92.96,97.18,67.54,96.91,96.41,5.94617894,-32.2
5/1/2014,0.94,1.20481928,2.61492166,1415.73,98.89,95.58,93.93,96.33,101.54,96.37,96.43,95.59,94.59,98.67,98.83,96.44,105.5,101.3,99.85,97.12,95.5,97.24,106.39,94.05,111.9,96.7,81.72,100.77,97.16,94.84,105.35,96.43,119.98,96.52,100.2,620511.0954,19380.1915,56620.3423,51459.722,478337.0707,34093.9604,1768.402,1607.2223,14939.7232,1064.8439,0,56620.3423,51459.722,478337.0707,34093.9604,0,1768.402,1607.2223,14939.7232,1064.8439,0,648083.2923,-27572.19688,20006.4609,-626.2694001,160071.6361,161469.0794,236580.5286,60034.4694,29398.8657,528.7131,4941.4434,4984.5828,7303.2883,1853.2761,907.5489,16.3215,160071.6361,161469.0794,236580.5286,60034.4694,29398.8657,528.7131,4941.4434,4984.5828,7303.2883,1853.2761,907.5489,16.3215,159104.99,96.35,6,101.33,99.35,90.25,95.26,93.74,93.15,97.22,67.54,97.58,96.56,4.38563503,-29.3
6/1/2014,1.15,1.21836926,2.35208787,1485.75,98.78,95.29,93.9,96.7,102.11,93.11,96.46,95.69,94.61,98.7,98.87,96.49,105.5,101.3,100.05,97.19,95.65,97.3,106.29,94.05,111.73,96.9,81.73,100.78,97.22,94.86,104.83,95.76,119.74,96.57,100.2,635718.3073,19707.7346,56207.3395,48425.9444,494254.2019,36830.8216,1742.4688,1501.2399,15322.2434,1141.7825,0,56207.3395,48425.9444,494254.2019,36830.8216,0,1742.4688,1501.2399,15322.2434,1141.7825,0,588976.9828,46741.32454,18049.39361,1658.340984,120107.8711,165409.4833,212871.2514,58277.5573,31382.2416,928.578,3680.7453,5069.0281,6523.5096,1785.9349,961.7191,28.4566,120107.8711,165409.4833,212871.2514,58277.5573,31382.2416,928.578,3680.7453,5069.0281,6523.5096,1785.9349,961.7191,28.4566,159308.35,96.4,6,102.29,99.44,90.14,95.26,93.76,93.3,97.35,67.54,97.58,96.61,4.34797895,-24.9
7/1/2014,0.97,1.13207547,2.16333713,1502.39,98.7,95.12,93.8,96.99,101.96,90.21,96.61,95.81,94.92,98.73,98.92,96.55,105.5,101.3,100.16,97.24,95.66,97.37,106.17,94.07,111.51,96.9,81.81,100.76,97.25,95.15,104.29,95.06,119.45,96.67,100.19,608534.0764,18892.82381,59037.1532,48930.4875,468200.3812,32366.0546,1832.8941,1519.118,14535.9605,1004.8511,0,59037.1532,48930.4875,468200.3812,32366.0546,0,1832.8941,1519.118,14535.9605,1004.8511,0,651677.232,-43143.1556,19998.25794,-1105.434134,124343.0527,199446.6952,236404.1031,59053.3989,31666.1849,763.7971,3815.7608,6120.4938,7254.6193,1812.1933,971.7518,23.4389,124343.0527,199446.6952,236404.1031,59053.3989,31666.1849,763.7971,3815.7608,6120.4938,7254.6193,1812.1933,971.7518,23.4389,160773.92,96.46,6,102.58,100.06,90.33,95.71,93.87,93.35,97.36,67.55,97.76,96.72,4.2308739,-21.8
