Year,Unemployment Rate: Monthly: Thailand,Producer Price Index: YoY: Monthly: Thailand,Consumer Price Index: YoY: Monthly: Thailand,Equity Market Index: Month End: SET,Consumer Price Index,CPI: Food & Non Alcoholic Beverages (FB),"CPI: FB: CH: Rice, Flour & Cereal (RF)",CPI: FB: CH: Meats Poultry & Fish (MF),CPI: FB: CH: Eggs and Dairy Products,CPI: FB: CH: Vegetables and Fruits,CPI: FB: CH: Seasoning and Condiments (SC),CPI: FB: CH: Non Alcoholic Beverages,CPI: FB: Prepared Food,CPI: Apparel & Footwears (CF),CPI: Housing & Furnishing (HF),CPI: HF: Shelter,"CPI: HF: Electricity, Fuel, Water Supply",CPI: HF: Textile of House Furnishing,CPI: HF: Cleaning Supplies,CPI: Medical & Personal Care (HP),CPI: HP: Medical Care,CPI: HP: Personal Care Expenses,CPI: Transport & Communication (TC),CPI: TC: Public Transportation Services,CPI: TC: Vehicles & Vehicle Operation,"CPI: Recreation, Reading, Education and Religion (RR)",CPI: Tobacco & Alcoholic Beverages (TA),CPI: Non Food & Beverages (NFB),CPI: NFB: Exclude Food and Energy,CPI: NFB: Food Exclude Raw Food,Non Core CPI: Raw Food and Energy,Non Core CPI: Raw Food and Energy: Raw Food,Non Core CPI: Raw Food and Energy: Energy,Core Consumer Price Index,CPI: TC: Communication and Equipments,MoC: Exports: Custom Basis,MoC: Exports: Custom Basis: USD,Exports: Agricultural Products,Exports: Agro Industrial Products,Exports: Principle Manufacturing Products,Exports: Mineral Products and Fuel,Exports: USD: Agricultural Products,Exports: USD: Agro Industrial Products,Exports: USD: Principle Manufacturing Products,Exports: USD: Mineral Products and Fuel,"Exports: USD: Other, Special Transaction and Articles",Exp: Agricultural Products (AP),Exp: Agro Industrial Products (AIP),Exp: Principle Manufacturing Products (PMP),Exp: Mineral Products & Fuel (MPF),"Exp: Other, Special Transaction & Articles",Exp: USD: Agricultural Products (AP),Exp: USD: Agro Industrial Products (AIP),Exp: USD: Principle Manufacturing Products (PMP),Exp: USD: Mineral Products & Fuel (MPF),"Exp: USD: Other, Special Transaction & Articles",MoC: Imports: Custom Basis,MoC: Trade Balance: Custom Basis,MoC: Imports: Custom Basis: USD,MoC: Trade Balance: Custom Basis: USD,Imports: Fuel Lubricants,Imports: Capital Goods,Imports: Raw Materials and Intermediate Products,Imports: Consumer Goods,Imports: Vehicles and Transport Accessories,"Imports: Arms, Munitions Used in Official Services",Imports: USD: Fuel Lubricants,Imports: USD: Capital Goods,Imports: USD: Raw Materials and Intermediate Products,Imports: USD: Consumer Goods,Imports: USD: Vehicles and Transport Accessories,"Imports: USD: Arms, Munitions Used in Official Services",Imp: Fuel Lubricants (FL),Imp: Capital Goods (CG),Imp: Raw Materials & Intermediate Products (MIP),Imp: Consumer Goods (CSG),Imp: Vehicles & Transport Accessories (VTA),"Imp: Arms, Munitions Used in Official Services (AMO)",Imp: USD: Fuel Lubricants (FL),Imp: USD: Capital Goods (CG),Imp: USD: Raw Materials & Intermediate Products (MIP),Imp: USD: Consumer Goods (CSG),Imp: USD: Vehicles & Transport Accessories (VTA),"Imp: USD: Arms, Munitions Used in Official Services (AMO)",Foreign Reserve: Foreign Exchange,CPI: HF: Shelter: House Rent,Reserve Requirement Ratio: Local Currency Deposits: Thailand,CPI: FB: CH: MF: Meats,CPI: FB: CH: MF: Poultry & Frog,CPI: FB: CH: Fish and Aquatic Animal,CPI: FB: Prepared Food: at Home,CPI: FB: Prepared Food: Food Away From Home,CPI: HP: Medical Care: Drugs & Medical Care (DM),CPI: HP: Medical Care: Services,CPI: TA: Tabacco Products,CPI: TA: Alcohlic Beverages,Core Consumer Price Index: Exclude House Rent,M2: YoY: Monthly: Thailand,Consumer Confidence: Net Balance: Monthly: Thailand
9/1/2005,1.3,9.72222222,5.96205962,723.23,78.2,59.8,55.9,60.4,75.2,38.3,59.9,78.1,67.7,98.2,92.8,93.3,91.2,94.8,80.4,89.3,89.9,86.7,96.4,87.5,94,101.5,55.4,93,92.5,67.8,63.7,52.2,87.7,84.7,104.9,427871.3443,10448.62868,38728.8685,25157.0927,332071.5236,25198.4242,945.7599,614.3368,8109.1947,615.3461,163.9911,38728.8685,25157.0927,332071.5236,25198.4242,6715.4352,945.7599,614.3368,8109.1947,615.3461,163.9911,398818.9965,29052.34773,9670.683719,777.9449573,77201.9821,112892.9588,161475.6743,27883.9876,14014.8633,5349.5305,1872.017,2737.4626,3915.511,676.1394,339.8366,129.717,77201.9821,112892.9588,161475.6743,27883.9876,14014.8633,5349.5305,1872.017,2737.4626,3915.511,676.1394,339.8366,129.717,48349.69,93.7,6,64.2,67.3,54.6,64.7,70.7,84.4,92.1,40,73.3,82.6,4.87268872,-14.6
10/1/2005,1.8,8.89192886,6.36856369,682.62,78.5,59.8,55.8,60.3,74.7,38.6,59.9,78.1,67.6,98.2,93.3,93.2,93.5,94.8,80.5,89.3,89.9,86.8,97,88.2,94.4,101.5,55.9,93.4,92.7,67.7,64,52.3,88.9,84.8,104.9,391284.9137,9573.890718,36637.2194,23340.3901,307277.9958,19489.1562,896.4331,571.0886,7518.4242,476.8573,111.0876,36637.2194,23340.3901,307277.9958,19489.1562,4540.1521,896.4331,571.0886,7518.4242,476.8573,111.0876,401493.4254,-10208.51171,9756.826862,-182.9361441,75365.1903,117020.7553,160824.0664,28543.7435,13624.5386,6115.1314,1831.4749,2843.7608,3908.2398,693.6511,331.0945,148.6059,75365.1903,117020.7553,160824.0664,28543.7435,13624.5386,6115.1314,1831.4749,2843.7608,3908.2398,693.6511,331.0945,148.6059,48349.11,93.7,6,62.8,67.6,55.2,64.7,70.5,84.5,92.1,40.2,74.3,82.8,4.51404142,-13.2
11/1/2005,1.2,7.70288858,5.8423913,667.75,77.9,59.3,55.6,60.4,74,37.4,60,78.2,67.7,98.2,93.3,93.2,93.5,94.8,80.9,89.4,90,86.8,95,88.5,91.1,101.5,56.1,92.8,92.8,67.7,62.5,51.4,85.3,84.9,104.9,400238.9326,9833.880408,40291.2294,24829.967,309076.1479,19277.9364,989.9565,610.0729,7594.0085,473.6594,166.1831,40291.2294,24829.967,309076.1479,19277.9364,6763.6519,989.9565,610.0729,7594.0085,473.6594,166.1831,401104.213,-865.280423,9785.416273,48.46413491,69847.16,118524.2393,164282.1198,30630.2892,13330.7919,4489.6128,1704.0049,2891.5404,4007.8585,747.2625,325.2206,109.5295,69847.16,118524.2393,164282.1198,30630.2892,13330.7919,4489.6128,1704.0049,2891.5404,4007.8585,747.2625,325.2206,109.5295,49232.04,93.7,6,63.2,66.7,55.7,64.7,70.5,84.5,92.1,40.2,74.7,82.9,5.289308,-12.1
12/1/2005,1.4,7.98898072,5.70652174,713.73,77.8,59,55.5,60.9,72.7,35.8,60.2,78.1,67.8,98.3,93.4,93.3,93.5,94.8,82.2,89.5,90.1,86.8,94.6,88.8,91.1,101.5,59.8,92.9,93,68,61.8,50.7,85.3,85,101.6,385758.2136,9408.736917,37524.2204,22688.3025,303217.7696,18424.454,915.2249,553.3732,7395.5554,449.3769,95.2065,37524.2204,22688.3025,303217.7696,18424.454,3903.4671,915.2249,553.3732,7395.5554,449.3769,95.2065,394570.9089,-8812.695307,9553.775033,-145.0381164,67311.316,120171.7735,157515.2997,29432.8435,14626.0751,5513.6012,1629.8139,2909.7282,3813.9298,712.6596,354.1423,133.5012,67311.316,120171.7735,157515.2997,29432.8435,14626.0751,5513.6012,1629.8139,2909.7282,3813.9298,712.6596,354.1423,133.5012,50501.94,93.7,6,64.1,64.6,56.4,65,70.8,84.9,92.2,46.4,74.9,83.1,6.0971795,-11.3
1/1/2006,2.2,9.54356846,5.97826087,762.63,78,58.6,55.6,61.4,72.7,34.4,60.3,78.3,67.8,98.3,93.5,93.3,93.5,94.8,83.1,89.6,90.1,87,96.2,88.9,94,101.5,59.8,93.5,93,68,62.2,50.1,88.3,85,101.6,362822.5765,8905.806983,36985.4872,20136.9971,278277.0651,21673.5593,907.8421,494.2807,6830.5612,531.997,141.1259,36985.4872,20136.9971,278277.0651,21673.5593,5749.4678,907.8421,494.2807,6830.5612,531.997,141.1259,385349.0715,-22526.49496,9389.597258,-483.7902748,70421.2493,116366.0432,155230.9244,28600.4316,10997.7356,3732.6875,1715.9174,2835.4299,3782.4299,696.8916,267.976,90.9524,70421.2493,116366.0432,155230.9244,28600.4316,10997.7356,3732.6875,1715.9174,2835.4299,3782.4299,696.8916,267.976,90.9524,51514.26,93.7,6,64.4,66.2,56.8,64.9,70.8,85,92.2,46.4,74.9,83.2,7.46104263,-12.9
2/1/2006,1.6,9.04109589,5.54054054,744.05,78.1,58.6,55.6,61.3,71.8,34.4,60.3,78.4,67.8,98.3,94.3,93.3,96.3,94.8,83.1,89.8,90.4,87.1,96.7,91,93.9,101.5,59.9,93.9,93.3,68.1,62.5,50.1,89.2,85.3,101.6,371405.1055,9484.297894,38990.1871,21589.2818,290194.1633,17062.0197,995.6636,551.3095,7410.474,435.7002,91.1505,38990.1871,21589.2818,290194.1633,17062.0197,3569.4537,995.6636,551.3095,7410.474,435.7002,91.1505,386674.2308,-15269.12529,9801.628157,-317.3302636,74694.8097,113706.8475,154414.5418,27583.9629,13068.5171,3205.5518,1893.4046,2882.3029,3914.1836,699.2133,331.2679,81.2561,74694.8097,113706.8475,154414.5418,27583.9629,13068.5171,3205.5518,1893.4046,2882.3029,3914.1836,699.2133,331.2679,81.2561,52726.29,93.8,6,64,65.9,56.9,65,70.8,85,92.5,46.4,74.9,83.5,7.12281993,-14.9
3/1/2006,1.8,7.47663551,5.61497326,733.25,79,59.9,56,60.9,71.9,38.3,61.3,78.4,68,98.3,94.3,93.3,96.3,94.9,82.6,89.8,90.5,86.9,97.5,91.3,94.9,101.5,59.9,94.2,93.3,68.2,64.3,52,90.5,85.4,101.6,433231.2438,11065.93215,41408.3604,25463.6773,337238.5196,19677.5754,1057.6848,650.4132,8614.0107,502.6201,241.2033,41408.3604,25463.6773,337238.5196,19677.5754,9443.111,1057.6848,650.4132,8614.0107,502.6201,241.2033,425055.7326,8175.511146,10774.54329,291.3888662,76483.267,124432.8784,171223.2273,33122.7561,13953.1497,5840.4542,1938.7393,3154.1921,4340.2592,839.6136,353.692,148.047,76483.267,124432.8784,171223.2273,33122.7561,13953.1497,5840.4542,1938.7393,3154.1921,4340.2592,839.6136,353.692,148.047,53518.91,93.8,6,63.8,63.8,57.1,65.1,71,85,92.6,46.4,75,83.6,8.55861382,-16.3
4/1/2006,2.1,8.66141732,6.10889774,768.29,79.9,61,56.1,61.1,72.4,41.4,61.9,79.8,68.3,98.3,94.3,93.3,96.3,94.9,82.8,89.9,90.5,86.9,98.9,92.7,97.4,101.9,59.9,94.9,93.6,68.6,66.3,53.9,92.9,85.7,101.6,355196.9414,9173.474727,34488.3824,20732.4436,279613.3015,17202.3918,890.7124,535.4453,7221.4179,444.2766,81.6225,34488.3824,20732.4436,279613.3015,17202.3918,3160.4222,890.7124,535.4453,7221.4179,444.2766,81.6225,380424.2888,-25227.34743,9754.468944,-580.9942178,82021.4179,106270.6823,146974.1757,28724.3648,11224.2996,5209.3486,2103.1133,2724.8893,3768.5686,736.5222,287.8026,133.573,82021.4179,106270.6823,146974.1757,28724.3648,11224.2996,5209.3486,2103.1133,2724.8893,3768.5686,736.5222,287.8026,133.573,55347.83,93.8,6,63.9,65,57.2,65.1,71.4,85,92.9,46.4,74.9,83.8,9.34305983,-17.5
5/1/2006,1.4,11.62483487,6.2005277,709.43,80.5,61.3,56.3,61.7,72.5,41.5,62.2,81.3,68.4,98.3,94.3,93.3,96.3,94.9,83.1,90.1,90.6,87.4,101.1,97.3,99.2,102.5,59.9,95.8,94.1,68.7,67.1,54.1,94.8,86.2,101.5,406788.7988,10795.88107,39119.6923,25321.7793,312486.4931,23750.5702,1038.2084,672.0217,8293.166,630.323,162.162,39119.6923,25321.7793,312486.4931,23750.5702,6110.264,1038.2084,672.0217,8293.166,630.323,162.162,435884.4241,-29095.62526,11479.70567,-683.8245914,91201.8471,114816.0209,184202.589,30289.5103,12050.6239,3323.8329,2401.9449,3023.8615,4851.2665,797.7222,317.3722,87.5384,91201.8471,114816.0209,184202.589,30289.5103,12050.6239,3323.8329,2401.9449,3023.8615,4851.2665,797.7222,317.3722,87.5384,55791.95,93.8,6,64.2,65.7,57.7,65.2,71.5,85,92.9,46.4,74.9,84.4,10.05829197,-18.5
6/1/2006,1.5,10.77529566,5.92105263,678.13,80.5,60.6,56.5,61.7,72.8,39,62.3,82.3,68.5,98.3,94.8,93.4,98.5,94.9,83.2,90.2,90.7,88,102.1,97.3,100.7,102.5,59.9,96.3,94.2,68.9,66.8,52.7,97.2,86.2,101.5,415816.4121,10916.68186,39034.9239,26686.8173,325453.4215,19245.8961,1024.8077,700.6253,8544.3272,505.2742,141.6475,39034.9239,26686.8173,325453.4215,19245.8961,5395.3532,1024.8077,700.6253,8544.3272,505.2742,141.6475,436907.5872,-21091.17514,11383.73078,-467.0489162,81192.4379,119369.7643,185610.4305,30794.0063,13379.6333,6561.3149,2115.4882,3110.2075,4836.1238,802.3451,348.6095,170.9566,81192.4379,119369.7643,185610.4305,30794.0063,13379.6333,6561.3149,2115.4882,3110.2075,4836.1238,802.3451,348.6095,170.9566,56238.36,93.8,6,64.2,65,57.9,65.4,71.5,85.2,92.9,46.4,75.1,84.6,9.30866111,-19
7/1/2006,1.1,9.10273082,4.53367876,691.49,80.7,60.7,57.1,61.5,72.5,39.4,62.3,82.4,68.5,98.3,94.8,93.3,98.5,94.9,83.3,90.3,90.7,88.2,102.6,97.4,101.7,102.5,60,96.6,94.2,68.9,67.2,53,98.1,86.2,101.5,424162.1579,11112.44847,47978.0266,26448.2689,315783.5058,29578.7819,1256.9564,692.9072,8273.0811,774.9222,114.5815,47978.0266,26448.2689,315783.5058,29578.7819,4373.5748,1256.9564,692.9072,8273.0811,774.9222,114.5815,435446.3983,-11284.24038,11322.05924,-209.6107725,93179.3157,118062.646,176990.5075,30700.6318,13033.9807,3479.3166,2422.7591,3069.7516,4601.9373,798.2484,338.8971,90.4659,93179.3157,118062.646,176990.5075,30700.6318,13033.9807,3479.3166,2422.7591,3069.7516,4601.9373,798.2484,338.8971,90.4659,56926.04,93.8,6,63.9,64.1,58.2,65.4,71.5,85.4,92.9,46.4,75.2,84.6,9.29693419,-20
8/1/2006,1.4,6.58064516,3.86100386,690.9,80.7,60.7,58.1,61.5,72.5,39.4,62.3,82.6,68.6,98.4,94.8,93.4,98.6,94.9,83.2,90.3,90.7,88.2,102.5,98.4,100.9,102.8,60,96.6,94.4,68.9,67.1,53.1,97.4,86.3,101.5,447206.3332,11802.75035,45508.2065,26672.5078,343397.7099,26830.8408,1201.0608,703.9456,9063.0144,708.1244,126.6051,45508.2065,26672.5078,343397.7099,26830.8408,4797.0682,1201.0608,703.9456,9063.0144,708.1244,126.6051,440154.2049,7052.128231,11528.3972,274.3531587,93905.2343,115539.0745,181961.2397,32315.483,13166.5478,3266.6257,2459.5399,3026.1675,4765.8785,846.3982,344.8546,85.5586,93905.2343,115539.0745,181961.2397,32315.483,13166.5478,3266.6257,2459.5399,3026.1675,4765.8785,846.3982,344.8546,85.5586,57508.83,93.8,6,63.6,63.7,58.6,65.5,71.5,85.5,92.9,46.4,75.3,84.8,9.41253057,-20.9
9/1/2006,1.2,2.65822785,2.81329923,686.1,80.4,61.4,59,61.3,72.4,41.3,62.6,83,68.6,98.4,94.9,93.4,98.6,94.8,83.5,90.3,90.7,88.2,99.4,98.7,95.6,102.9,60,95.4,94.4,69,66.3,54.2,91.9,86.4,101.5,449756.4319,12025.57305,43978.6598,30228.7223,343131.84,25248.5294,1175.9,808.2546,9174.6481,675.0944,191.6759,43978.6598,30228.7223,343131.84,25248.5294,7168.6803,1175.9,808.2546,9174.6481,675.0944,191.6759,397032.2168,52724.21505,10534.15274,1491.420303,81441.4872,105932.7504,162899.0927,28872.3379,11429.2058,6457.3428,2160.8248,2810.6328,4322.0773,766.0477,303.2424,171.3277,81441.4872,105932.7504,162899.0927,28872.3379,11429.2058,6457.3428,2160.8248,2810.6328,4322.0773,766.0477,303.2424,171.3277,59811.91,93.8,6,63.2,62.5,58.8,65.5,71.5,85.6,92.9,46.5,75.3,84.9,8.59407343,-17.9
10/1/2006,1.7,3.26633166,2.92993631,722.46,80.8,62.8,59.4,61.3,72.1,46.2,62.6,83,68.6,98.4,94.9,93.3,98.6,94.8,83.4,90.4,90.6,88.4,97.6,98.6,92.3,102.8,60.1,94.7,94.5,69,67.4,57,88.6,86.4,101.5,426015.0829,11458.17867,43556.7311,27260.594,328981.4585,21317.4105,1171.5097,733.2059,8848.3448,573.3569,131.7614,43556.7311,27260.594,328981.4585,21317.4105,4898.8887,1171.5097,733.2059,8848.3448,573.3569,131.7614,405653.2935,20361.78942,10826.08202,632.0966437,85620.1836,108007.5728,166731.5572,29322.2043,12632.3743,3339.4013,2285.0329,2882.5079,4449.7346,782.5515,337.133,89.122,85620.1836,108007.5728,166731.5572,29322.2043,12632.3743,3339.4013,2285.0329,2882.5079,4449.7346,782.5515,337.133,89.122,60517.04,93.8,6,62.6,63.2,59.1,65.5,71.5,85.6,92.8,46.5,75.7,84.9,8.86538255,-16.5
11/1/2006,1.2,4.08684547,3.59435173,739.06,80.7,62.8,60.2,61.5,72.4,45.3,62.6,82.8,68.6,98.4,94.9,93.3,98.6,94.8,83.5,90.4,90.7,88.4,97.4,98.6,91.9,102.8,60.1,94.6,94.5,69.1,67.1,56.7,88.2,86.4,101.4,439300.8134,11834.61243,45019.0853,27947.2686,339509.5867,22857.4871,1212.7986,752.8898,9146.2712,615.7728,106.88,45019.0853,27947.2686,339509.5867,22857.4871,3967.3858,1212.7986,752.8898,9146.2712,615.7728,106.88,408336.5824,30964.23104,10915.17194,919.4404869,65114.8135,137124.793,158489.0311,30252.01,13040.0894,4315.8455,1740.5724,3665.4582,4236.5419,808.6611,348.5723,115.3661,65114.8135,137124.793,158489.0311,30252.01,13040.0894,4315.8455,1740.5724,3665.4582,4236.5419,808.6611,348.5723,115.3661,62611.04,93.8,6,62.4,64.6,59.1,65.5,71.5,85.6,92.9,46.6,75.6,84.9,8.8843597,-16.9
12/1/2006,1,2.80612245,3.72750643,679.84,80.7,62.6,60.5,61.6,72.8,44.4,62.7,82.7,68.6,98.4,94.9,93.3,98.6,94.8,83.8,90.6,90.7,88.5,97.6,98,92.7,102.8,60.4,94.7,94.4,69.1,66.9,56.2,89,86.4,101.4,405670.3456,11144.78971,43606.4113,24581.3442,314815.137,18108.5374,1197.9783,675.3117,8648.7675,497.4873,125.2449,43606.4113,24581.3442,314815.137,18108.5374,4558.9157,1197.9783,675.3117,8648.7675,497.4873,125.2449,406004.5087,-334.163098,11062.79315,81.99656092,76730.0829,118910.6807,162144.2168,31666.9303,12630.4899,3922.108,2090.738,3240.073,4418.0986,862.8591,344.155,106.8694,76730.0829,118910.6807,162144.2168,31666.9303,12630.4899,3922.108,2090.738,3240.073,4418.0986,862.8591,344.155,106.8694,65147.13,93.7,6,61.8,66.1,59.3,65.5,71.5,85.8,92.9,46.7,75.6,84.8,8.15116703,-17.6
1/1/2007,1.6,2.14646465,3.07692308,654.04,80.4,62.3,60.4,60.6,72.8,44,63.1,82.7,68.7,98.3,94.9,93.3,98.6,94.8,84.5,90.6,90.7,88.7,97,98.2,91.2,102.9,60.4,94.5,94.5,69.2,66.2,55.7,87.7,86.5,101.4,374037.3115,10483.10851,38096.5898,23627.1146,291418.8543,16909.1769,1067.7295,662.1949,8167.5688,473.9119,111.7034,38096.5898,23627.1146,291418.8543,16909.1769,3985.576,1067.7295,662.1949,8167.5688,473.9119,111.7034,353298.2189,20739.09264,9802.94725,680.1612563,56309.7673,95234.8909,161097.3304,27954.6009,10206.0158,2495.6136,1562.4242,2642.4775,4469.9592,775.6549,283.1858,69.2457,56309.7673,95234.8909,161097.3304,27954.6009,10206.0158,2495.6136,1562.4242,2642.4775,4469.9592,775.6549,283.1858,69.2457,64883.52,93.7,6,58.8,65.7,59.9,65.8,71.5,85.8,92.9,46.7,75.7,84.8,6.99306733,-20.1
2/1/2007,1.5,2.88944724,2.56081946,677.13,80.1,61.7,60.5,59.2,72.9,42.5,63,83,68.7,98.3,94.7,93.3,97.7,94.8,84.5,90.7,90.8,88.7,97.1,98.2,91.4,102.8,60.3,94.4,94.5,69.3,65.2,54.6,87.3,86.5,101.4,399484.8088,11158.79354,40349.8673,25435.2284,316039.9101,15063.3472,1127.0913,710.4812,8827.9305,420.7639,72.5267,40349.8673,25435.2284,316039.9101,15063.3472,2596.4557,1127.0913,710.4812,8827.9305,420.7639,72.5267,370689.4073,28795.40144,10259.87842,898.915121,70974.0313,93319.7332,160246.0999,31030.7191,11608.0321,3510.7917,1964.4072,2582.8877,4435.2643,858.863,321.2851,97.1711,70974.0313,93319.7332,160246.0999,31030.7191,11608.0321,3510.7917,1964.4072,2582.8877,4435.2643,858.863,321.2851,97.1711,66286.9,93.7,6,56.5,62.9,59.9,65.9,71.5,86.1,92.9,46.7,75.6,84.9,8.2328669,-21
3/1/2007,1.6,2.73291925,2.02531646,673.71,80.6,62.1,60.7,59.7,72.6,43.4,63.2,83,68.7,98.3,94.7,93.4,97.7,94.8,84.6,90.7,90.8,88.7,98.7,98.3,94.4,102.8,60.4,95.1,94.5,69.3,66.6,55.2,90.2,86.6,101.4,458418.8206,12909.56971,42617.5566,30500.9851,362008.3476,16835.5544,1200.1565,858.9407,10194.5465,474.1074,181.8186,42617.5566,30500.9851,362008.3476,16835.5544,6456.3768,1200.1565,858.9407,10194.5465,474.1074,181.8186,394385.0245,64033.79608,11007.11762,1902.45209,63176.0213,102073.15,177370.081,34586.1284,12557.0409,4622.6028,1763.2158,2848.818,4950.3232,965.2841,350.4617,129.0149,63176.0213,102073.15,177370.081,34586.1284,12557.0409,4622.6028,1763.2158,2848.818,4950.3232,965.2841,350.4617,129.0149,68966.53,93.8,6,57.4,63.8,59.9,65.9,71.6,86.2,92.9,46.7,75.6,84.9,8.25601631,-21.5
4/1/2007,1.7,1.8115942,1.75219024,699.16,81.3,63,61.3,60.5,72.5,45.4,63.3,82.6,69.3,98.4,94.7,93.4,97.7,95,84.5,90.7,90.8,88.7,100.4,98.3,97.4,102.9,60.2,95.8,94.5,69.7,68.5,56.7,93.3,86.7,101.4,375730.0395,10849.84232,36762.312,26900.6809,289605.7218,16665.6988,1061.5741,776.8028,8362.8565,481.2503,167.3585,36762.312,26900.6809,289605.7218,16665.6988,5795.6261,1061.5741,776.8028,8362.8565,481.2503,167.3585,376928.4073,-1198.367742,10784.78991,65.05241259,67975.1094,99924.0382,160429.774,31873.9184,12294.8738,4430.6934,1944.9244,2859.0569,4590.2654,911.9862,351.7847,126.7723,67975.1094,99924.0382,160429.774,31873.9184,12294.8738,4430.6934,1944.9244,2859.0569,4590.2654,911.9862,351.7847,126.7723,69130.69,93.9,6,58.4,65.7,60.2,66.9,71.7,86.1,92.9,46.7,75.3,85.1,8.03346304,-22.4
5/1/2007,1.6,1.77514793,1.86335404,737.4,82,63.6,61.5,60.9,73.8,46.9,63.5,82.9,69.4,98.5,94.8,93.5,97.7,95.1,84.7,90.7,90.8,88.8,101.7,98.4,99.6,103.1,60.2,96.3,94.6,69.8,70,57.7,95.7,86.7,101.4,441150.4595,12753.69932,40561.4692,28274.6626,344391.0825,20546.0745,1172.6357,817.423,9956.3771,593.9889,213.2747,40561.4692,28274.6626,344391.0825,20546.0745,7377.1707,1172.6357,817.423,9956.3771,593.9889,213.2747,427780.554,13369.90551,12246.79513,506.9041876,82404.039,108103.0014,188619.5655,33402.7246,12325.3531,2925.8703,2359.1194,3094.8469,5399.9303,956.2761,352.8587,83.7638,82404.039,108103.0014,188619.5655,33402.7246,12325.3531,2925.8703,2359.1194,3094.8469,5399.9303,956.2761,352.8587,83.7638,69253.61,93.9,6,58.5,66.6,60.4,67,71.8,86.1,92.9,46.7,75.4,85.2,8.02722314,-23.1
6/1/2007,1.4,1.77935943,1.86335404,776.79,82,63.8,62.7,61.1,75.2,46.7,64.2,82.9,69.4,98.5,94.7,93.7,96.4,95.1,85.1,90.7,90.8,88.7,101.7,98.4,99.8,103.1,60.4,96.3,94.7,69.9,69.9,57.8,95.2,86.8,101.3,439899.3902,12791.49143,41393.7573,28776.6547,345160.354,19511.566,1203.6568,836.7739,10036.6489,567.3616,147.0503,41393.7573,28776.6547,345160.354,19511.566,5057.0582,1203.6568,836.7739,10036.6489,567.3616,147.0503,415569.2875,24330.10269,11969.16151,822.3299211,72441.8945,112830.3208,179207.6279,32499.7901,12739.5241,5850.13,2086.4601,3249.7212,5161.51,936.0539,366.9218,168.4945,72441.8945,112830.3208,179207.6279,32499.7901,12739.5241,5850.13,2086.4601,3249.7212,5161.51,936.0539,366.9218,168.4945,71144.42,94,6,58.7,68.1,60.3,67,71.8,86.1,92.9,46.7,75.8,85.2,8.06885688,-23.2
7/1/2007,1.2,1.31108462,1.61090458,859.76,82,63.8,63.1,61.7,75.7,45.9,64.7,82.9,69.4,98.5,94.6,93.5,96.4,95.1,84.7,90.8,91.1,88.8,101.7,98.4,99.6,104.1,60.4,96.3,94.7,70,69.8,57.8,95.2,86.9,101.3,411816.5598,11974.89269,41348.9408,25507.0537,323748.4516,18312.2777,1202.3536,741.6997,9414.0288,532.4884,84.3221,41348.9408,25507.0537,323748.4516,18312.2777,2899.836,1202.3536,741.6997,9414.0288,532.4884,84.3221,402815.0678,9001.491992,11598.47589,376.416801,73627.1065,103056.1282,177843.0007,31906.9098,12851.4007,3530.5219,2119.9858,2967.3518,5120.7314,918.7132,370.0375,101.6563,73627.1065,103056.1282,177843.0007,31906.9098,12851.4007,3530.5219,2119.9858,2967.3518,5120.7314,918.7132,370.0375,101.6563,72078.84,93.9,6,59.5,69.9,60.4,67,71.8,86.1,93.3,46.7,75.9,85.4,8.23004569,-24.2
8/1/2007,1.2,0.36319613,0.9913259,813.21,81.5,63.4,63.4,62.2,76.2,44.2,64.9,83.1,69.4,98.5,94.6,93.5,96.4,95.1,84.7,90.9,91.1,88.9,100.4,98.4,97.6,104.1,60.5,95.8,94.8,70.1,68.6,57,93,86.9,101.3,468413.7582,14041.1798,44289.5064,27629.257,371348.8407,22122.3839,1327.6231,828.2151,11131.56,663.141,90.6406,44289.5064,27629.257,371348.8407,22122.3839,3023.7702,1327.6231,828.2151,11131.56,663.141,90.6406,442672.8292,25740.92903,13139.59125,901.5885522,92324.8603,109225.4995,188192.9162,35615.8442,12932.5383,4381.1706,2740.4233,3242.0748,5586.0171,1057.1637,383.8688,130.0437,92324.8603,109225.4995,188192.9162,35615.8442,12932.5383,4381.1706,2740.4233,3242.0748,5586.0171,1057.1637,383.8688,130.0437,72524.37,93.9,6,60.5,70.8,60.3,67.1,71.8,86.2,93.3,46.7,76,85.4,7.24881058,-24.3
