Year,Unemployment Rate: Monthly: Thailand,Producer Price Index: YoY: Monthly: Thailand,Consumer Price Index: YoY: Monthly: Thailand,"GDP,Total",Consumer Price Index,CPI: TC: Communication and Equipments,MoC: Exports: Custom Basis: USD,MoC: Imports: Custom Basis,MoC: Imports: Custom Basis: USD,MoC: Trade Balance: Custom Basis: USD,Imports: USD: Fuel Lubricants,Imports: USD: Capital Goods,Imports: USD: Raw Materials and Intermediate Products,Imports: USD: Consumer Goods,Foreign Reserve: Foreign Exchange,Core Consumer Price Index: Exclude House Rent,M2: YoY: Monthly: Thailand,Consumer Confidence: Net Balance: Monthly: Thailand,inflaton rate total 
1/1/2022,0.019,8.70445344,3.22677623,"$42,871.01 ",103.01,99.88,21229.4589,781589.8267,23159.79539,-1930.336483,2843.6513,5910.5508,10206.6861,2993.7119,221753.43,101.22,5.12432853,-55.2,0.074
2/1/2022,0.014,9.36555891,5.27912621,"$43,314.08 ",104.1,99.87,23497.87514,772306.2656,23230.26032,267.614813,4573.895,5251.9656,9621.2776,2463.581,223157.26,102.76,5.42848825,-56.7,0.028
3/1/2022,0.012,11.44278607,5.73100595,"$42,708.78 ",104.79,99.87,28879.71444,868325.8696,26813.00837,2066.706068,5976.9946,5995.1539,10418.1473,2946.7676,220381.05,103.06,6.27458873,-58,-0.038
4/1/2022,0.013,12.75964392,4.64769108,"$43,024.42 ",105.15,99.88,23537.97064,841976.0292,25005.82187,-1467.851224,5349.8106,5762.5228,10101.754,2610.7799,206993.69,103.25,5.99761082,-59.3,0.113
5/1/2022,0.016,13.28740157,7.10195881,"$43,780.97 ",106.62,99.87,25525.85638,917405.1528,27044.62759,-1518.771213,5263.2109,5499.25,12164.8297,2829.234,208847.97,103.47,5.81427786,-59.8,0.106
6/1/2022,0.014,13.80999021,7.65535875,"$42,996.72 ",107.58,99.87,26521.67162,954795.5142,27600.03221,-1078.360587,6025.6743,5955.7563,11627.463,2616.6069,201438.46,103.78,6.2816333,-58.4,0.066
7/1/2022,0.013,12.23091977,7.61446749,"$41,568.92 ",107.41,99.87,23613.30673,962779.3631,27116.26794,-3502.961211,5538.2228,5474.1846,12437.0888,2441.1539,199537.02,104.43,5.3932872,-57.6,0.034
8/1/2022,0.0122,10.71080818,7.85907859,"$40,805.76 ",107.46,99.87,23672.35278,1010793.272,27417.88608,-3745.533295,5724.6564,5844.6759,11570.5512,2767.0697,195059.87,104.55,5.14890658,-56.3,0.14
9/1/2022,0.0115,10.48543689,6.41240984,"$40,215.38 ",107.7,99.88,24953.09091,919426.4156,25486.80833,-533.7174148,5644.2946,5227.0749,10370.718,2845.3396,179991.29,104.72,4.52295391,-55.4,0.09
10/1/2022,0.014,9.92366412,5.98273833,"$39,728.47 ",108.06,99.87,21827.17167,824631.6296,22147.39375,-320.2220847,3912.9888,4989.6786,9205.2587,2676.6432,182671.6,104.77,4.17228001,-53.9,-0.016
11/1/2022,0.0115,7.16305372,5.54523227,"$40,366.33 ",107.92,99.87,22388.1137,901520.3496,23503.71774,-1115.604038,4329.9535,5640.1371,9453.9189,2652.2834,190216.03,104.94,4.70947744,-52.1,0.005
12/1/2022,0.0096,4.91958373,5.89043786,"$39,022.46 ",107.86,99.89,21778.32654,814092.2063,22504.21439,-725.8878484,4677.7702,5069.0332,8684.5094,2710.0908,195582.18,105.02,3.87577443,-50.3,0.022
1/1/2023,0.0122,2.42085661,5.0189302,"$39,891.45 ",108.18,99.89,20593.16836,866678.8103,24763.38375,-4170.21539,5065.2594,5445.3418,9548.9841,3170.7543,203581.28,105.11,3.64549359,-48.3,0.033
2/1/2023,0.0088,1.56537753,3.79442843,"$41,531.94 ",108.05,99.89,22567.05878,767044.4339,23205.86781,-638.8090374,5007.4252,5271.6398,8616.4386,2523.463,196416.79,105.26,3.49650618,-47.4,-0.013
3/1/2023,0.0103,-1.69642857,2.83423991,"$43,498.63 ",107.76,99.89,28004.21135,853469.0184,24730.77734,3273.434017,3562.7991,5943.7997,10573.6336,2989.4707,202246.24,105.31,2.73365187,-46.2,-0.006
4/1/2023,0.0103,-3.42105263,2.6723728,"$45,368.67 ",107.96,99.94,21794.04065,790665.4897,22999.83971,-1205.799056,4699.9921,5214.1435,9022.2449,2555.8101,201019.52,105.38,2.28441704,-45,0.03
5/1/2023,0.0128,-5.03909644,0.53460889,"$44,183.97 ",107.19,99.94,24458.97318,897774.1348,25993.6573,-1534.684118,4444.2244,6469.1977,10713.5521,2736.7853,198658.93,105.44,1.8463801,-44.3,-0.012
6/1/2023,0.0089,-6.62650602,0.2323852,"$43,685.77 ",107.83,100,25395.17921,848853.3468,24527.52084,867.6583661,4712.8019,5856.1309,9931.5682,2548.159,196419.44,105.45,1.72967148,-43.3,-0.027
7/1/2023,0.0115,-5.14385353,0.38171492,"$42,192.14 ",107.82,100,22143.22855,842842.7378,24120.98625,-1977.757693,4155.4345,5790.9664,9404.3368,2609.0592,198546.38,105.49,1.6111705,-44.4,0.019
8/1/2023,0.0098,-3.07827617,0.88404988,"$42,233.34 ",108.41,100,24279.59296,822476.3965,23919.69721,359.8957531,3717.2228,5802.4767,9903.0507,2816.5877,195002.72,105.52,1.33191803,-43.1,-0.071
9/1/2023,0.0085,-1.75746924,0.29712163,"$41,372.13 ",108.02,100,25476.26295,825310.0735,23383.5321,2092.730854,4780.5044,5475.6778,8759.901,2724.5692,190628.62,105.48,1.8643837,-41.3,0.06
10/1/2023,0.0085,-2.34375,-0.31464001,"$42,832.86 ",107.72,100,23578.83186,881124.222,24411.119,-832.2871316,4064.9445,6054.0182,9526.167,2948.8411,188810.21,105.59,1.77197721,-39.8,-0.001
11/1/2023,0.008,-2.11081794,-0.43550778,"$42,268.79 ",107.45,100.06,23479.71089,944873.3981,25879.14323,-2399.432346,4891.8315,6988.473,9472.3791,2905.7642,196449.15,105.66,1.51662571,-39.1,0.055
12/1/2023,0.0079,-0.81154193,-0.83441498,"$41,251.92 ",106.96,100.05,22791.54965,770821.5577,21818.75085,972.7988016,4574.1278,5117.6454,8173.3611,2513.3178,201556.71,105.72,1.95048121,-38,-0.036
1/1/2024,0.0108,0.27272727,-1.10926234,"$42,359.53 ",106.98,100.04,22649.87688,890687.3531,25407.77542,-2757.898535,4268.3681,6001.2849,10543.5201,3168.0569,198996.37,105.76,2.36656648,-37.1,-0.028
2/1/2024,0.0098,1.17860381,-0.76816289,"$43,615.29 ",107.22,100.04,23384.86464,856508.112,23938.84995,-553.9853111,3860.8433,6620.383,9172.6038,2826.6295,199760.52,105.78,2.57411311,-36.2,-0.025
3/1/2024,0.0098,2.08900999,-0.47327394,"$44,131.48 ",107.25,100.04,24960.55224,944827.8933,26123.8161,-1163.263859,4926.7806,6622.0032,10369.4655,2784.8106,199906.28,105.76,2.50576987,-37,-0.046
4/1/2024,0.011,3.36058129,0.1852538,"$43,672.84 ",108.16,100.04,23278.58864,903193.9897,24920.30221,-1641.713573,3850.0679,6141.9228,10804.6297,2760.0713,197210.31,105.81,2.62306018,-37.9,0.002
5/1/2024,0.0121,3.93412626,1.5393227,"$42,909.48 ",108.84,100.03,26219.48432,947006.5137,25563.33469,656.1496205,4510.3426,5984.344,10966.7828,2794.4437,200198.52,105.92,3.10340353,-39.5,0.022
